system:index,DNB_BRDF_Corrected_NTL,DNB_Lunar_Irradiance,Gap_Filled_DNB_BRDF_Corrected_NTL,Latest_High_Quality_Retrieval,Mandatory_Quality_Flag,QF_Cloud_Mask,Snow_Flag,date,.geo
2018_08_23,3.024941217392881,53.00010474249101,3.1244903009042666,0.4785273233713441,0.0501417332794258,53.436211865148636,0.0,2018-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_24,3.313200424023101,68.0,3.2500230398941636,0.5199066957144927,0.09393281427057065,67.74663859516839,0.0,2018-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_25,3.2751601425829824,88.2000107316266,2.933430310855543,0.5757851349576971,0.09003690725030845,133.91575623108312,0.0,2018-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_26,1.793575766508382,120.9,2.965375242126326,0.5585648949039204,0.1485617108908136,75.20425317342286,0.0,2018-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_27,2.1775631797321258,94.50553902039047,2.6516333192324986,0.4067890282837598,0.04652665951288036,60.00574219876306,0.0,2018-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_28,1.9352494687491875,71.5,2.7259189773929116,0.3640622152755603,0.03481025402909621,64.02357965508824,0.0,2018-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_29,0.1199128936344684,55.697001312229574,3.0305559141055403,1.2011391207451176,0.007489197721127732,547.0129519464081,0.0,2018-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_30,4.356581842420785,42.2,2.9592622130158577,0.9707699637776026,0.07979914341387043,216.51625813874932,0.0,2018-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_31,2.869468708112899,31.900000000000002,2.775233678090844,0.4301322180577532,0.0485610436353997,60.979267000020776,0.0,2018-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_01,2.5406838679448334,23.5,2.7067383841967265,0.22805391818343684,0.052026050050081325,50.88051048135592,0.0,2018-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_02,2.474262454236123,16.7,2.7958403850489053,0.3060799097409221,0.03871969959743606,56.389629856431064,0.0,2018-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_03,1.542186801655622,11.200000000000001,2.9466620489172866,0.6102817115395391,0.048180903985542464,100.54902290835764,0.0,2018-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_04,0.9583608555728345,6.800000000000001,2.905404496007695,0.9724605974540267,0.10584656788506405,112.4042503793783,0.0,2018-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_05,0.5587177686882074,3.8000000000000003,2.8319965827936104,1.2592351286114454,0.055930947856613754,114.12955083936215,0.0,2018-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_06,0.9300720020330032,0.5,2.391359986737261,1.5617425547914934,0.13073310305232144,110.96600075234133,0.0,2018-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_07,0.8909893786424888,0.5,2.3396163769750467,1.5691663856077642,0.12046873770408337,97.23780729350209,0.0,2018-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_08,1.1986236335964604,0.5,2.535609786271941,1.5222378827030005,0.1121392968467466,83.53866701789384,0.0,2018-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_09,2.6113260909030127,0.5,3.319522844334126,0.6737274626139962,0.0748047778746892,57.73692785107997,0.0,2018-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_10,1.1084775770179323,0.5,2.44672315314861,0.8895238335838597,0.11246195542016654,88.26308316088783,0.0,2018-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_09_11,0.7937809006340354,0.5,2.400616545694495,1.1615544783393434,0.12196287706624859,103.89507571421868,0.0,2018-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
